Application,File,RoutePage,Component,String,StringType,CurrentSource,ExistingLocalizationKey,RequiredAction
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex flex-col gap-3 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-card divide-y divide-gray-100","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-1 p-3 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-[var(--mono)] text-xs text-gray-400","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-1 p-3 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","mt-1 text-xs text-blue-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-1 p-3 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-1 p-3 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-1 p-3 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex flex-col gap-3 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","rounded-[var(--radius)] border border-emerald-200 bg-emerald-50 px-3 py-3 text-emerald-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","mt-2 grid gap-2 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-[var(--mono)] font-semibold","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","rounded-[var(--radius)] border border-amber-200 bg-amber-50 px-3 py-2 text-amber-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","rounded border border-red-200 bg-red-50 px-3 py-2 text-sm text-red-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","mt-1 flex flex-wrap justify-between gap-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-btn cp-btn-ghost","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex flex-wrap gap-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-btn cp-btn-secondary","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-btn cp-btn-primary","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-btn cp-btn-secondary","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-btn cp-btn-primary","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Create Tenant","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-btn cp-btn-primary","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","","StaffUsersPanel helpers","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", fullName: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", email: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", role: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", isActive: true, createdAtUtc: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", fullName: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", email: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", role: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", isActive: true, createdAtUtc: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", fullName: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", email: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", role: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", isActive: false, createdAtUtc: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", fullName: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", email: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", role: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","",", isActive: true, createdAtUtc: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","","orders Owner before Manager before Trainer, unknown roles last","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","","does not mutate the input array","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.test.ts","","","labels active/disabled plainly","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Staff Users","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Name","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Email","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Role","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Status","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Last Login","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Actions","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Adds a new login account for ","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Full name","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Email","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Role","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","New role","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","",").toLowerCase() === ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Forbidden — requires Platform Ops or above.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","Request failed","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","mt-2 block text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/StaffUsersPanel.tsx","","","mt-1 w-full rounded-[var(--radius)] border border-gray-300 bg-white px-3 py-2 text-gray-900 disabled:opacity-60","A","string-literal","","localize"
